Identificador URL;Nome;Categorias;Nome da variação 1;Valor da variação 1;Nome da variação 2;Valor da variação 2;Nome da variação 3;Valor da variação 3;Preço;Preço promocional;Peso (kg);Altura (cm);Largura (cm);Comprimento (cm);Estoque;SKU;Código de barras;Exibir na loja;Frete gratis;Descrição;Tags;Título para SEO;Descrição para SEO;Marca;Produto Físico;MPN (Cód. Exclusivo Modelo Fabricante);Sexo;Faixa etária;Custo
decante-creed-himalaya;;;Volumetria;5ml;;;;;100.00;;0.03;3;11;16;5;DEC-CREE-HIMALAYA-5ML;;;NÃO;;;;;;SIM;;;;
decante-creed-himalaya;;;Volumetria;10ml;;;;;180.00;;0.05;5;11;16;5;DEC-CREE-HIMALAYA-10ML;;;NÃO;;;;;;SIM;;;;
decante-creed-green-irish-tweed;Decante Green Irish Tweed - Creed;Decantes > Creed;Volumetria;2ml;;;;;50.00;;0.02;2;11;16;5;DEC-CREE-GREENIRISHTW-2ML;;SIM;NÃO;"<p><strong>GREEN IRISH TWEED</strong> de <strong>CREED</strong> é um perfume <em>Amadeirado Floral Almiscarado Masculino</em> lançado em <strong>1985</strong>. <em>Os perfumistas</em> que assinam esta fragrância são <strong>Olivier Creed e Pierre Bourdon</strong>.</p><div style=""margin-top: 16px; margin-bottom: 25px; display: flex; flex-direction: column; gap: 10px; font-size: 14.5px; line-height: 1.7;""><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Saída (5 a 15 min):</strong> <em>Íris</em> e <em>Verbena</em></div><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Corpo (2 a 6 h):</strong> <em>Folha de Violeta</em></div><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Fundo (6 a 12h+):</strong> <em>Âmbar Cinzento</em> e <em>Sândalo</em></div></div><p style=""font-family: 'Inter', sans-serif; font-style: italic; font-size: 12.5px; color: #7E786B; border-left: 1.5px solid #C5A880; padding-left: 16px; margin-top: 25px; line-height: 1.7; letter-spacing: 0.15px;"">Os decantes são uma excelente oportunidade para conhecer e testar fragrâncias exclusivas antes de investir em um frasco cheio. Nossos decantes são fracionados de forma profissional diretamente do frasco original em porta-perfumes de vidro com borrifador.</p>";decante, Creed, Green Irish Tweed, importado, perfume;Decante Green Irish Tweed - Creed | Original Montalk;Compre decante original de Green Irish Tweed - Creed fracionado em 2ml, 5ml ou 10ml na Montalk. Envio rápido para todo o Brasil.;Creed;SIM;;;;
decante-creed-green-irish-tweed;;;Volumetria;5ml;;;;;100.00;;0.03;3;11;16;5;DEC-CREE-GREENIRISHTW-5ML;;;NÃO;;;;;;SIM;;;;
decante-creed-green-irish-tweed;;;Volumetria;10ml;;;;;180.00;;0.05;5;11;16;5;DEC-CREE-GREENIRISHTW-10ML;;;NÃO;;;;;;SIM;;;;
decante-creed-millesime-imperial;Decante Millésime Impérial - Creed;Decantes > Creed;Volumetria;2ml;;;;;50.00;;0.02;2;11;16;5;DEC-CREE-MILLESIMEIMP-2ML;;SIM;NÃO;"<p><strong>MILLÉSIME IMPÉRIAL</strong> de <strong>CREED</strong> é um perfume <em>Amadeirado Floral Compartilhável (Unissex)</em> lançado em <strong>1995</strong>. <em>O perfumista</em> que assina esta fragrância é <strong>Olivier Creed</strong>.</p><div style=""margin-top: 16px; margin-bottom: 25px; display: flex; flex-direction: column; gap: 10px; font-size: 14.5px; line-height: 1.7;""><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Saída (5 a 15 min):</strong> <em>Sal Marinho</em> e <em>Frutas Cítricas</em></div><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Corpo (2 a 6 h):</strong> <em>Limão Siciliano</em>, <em>Tangerina</em> e <em>Íris</em></div><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Fundo (6 a 12h+):</strong> <em>Almíscar</em> e <em>Notas Amadeiradas</em></div></div><p style=""font-family: 'Inter', sans-serif; font-style: italic; font-size: 12.5px; color: #7E786B; border-left: 1.5px solid #C5A880; padding-left: 16px; margin-top: 25px; line-height: 1.7; letter-spacing: 0.15px;"">Os decantes são uma excelente oportunidade para conhecer e testar fragrâncias exclusivas antes de investir em um frasco cheio. Nossos decantes são fracionados de forma profissional diretamente do frasco original em porta-perfumes de vidro com borrifador.</p>";decante, Creed, Millésime Impérial, importado, perfume;Decante Millésime Impérial - Creed | Original Montalk;Compre decante original de Millésime Impérial - Creed fracionado em 2ml, 5ml ou 10ml na Montalk. Envio rápido para todo o Brasil.;Creed;SIM;;;;
decante-creed-millesime-imperial;;;Volumetria;5ml;;;;;100.00;;0.03;3;11;16;5;DEC-CREE-MILLESIMEIMP-5ML;;;NÃO;;;;;;SIM;;;;
decante-creed-millesime-imperial;;;Volumetria;10ml;;;;;180.00;;0.05;5;11;16;5;DEC-CREE-MILLESIMEIMP-10ML;;;NÃO;;;;;;SIM;;;;
decante-creed-silver-mountain-water;Decante Silver Mountain Water - Creed;Decantes > Creed;Volumetria;2ml;;;;;50.00;;0.02;2;11;16;5;DEC-CREE-SILVERMOUNTA-2ML;;SIM;NÃO;"<p><strong>SILVER MOUNTAIN WATER</strong> de <strong>CREED</strong> é um perfume <em>Aromático Verde Compartilhável (Unissex)</em> lançado em <strong>1995</strong>. <em>O perfumista</em> que assina esta fragrância é <strong>Olivier Creed</strong>.</p><div style=""margin-top: 16px; margin-bottom: 25px; display: flex; flex-direction: column; gap: 10px; font-size: 14.5px; line-height: 1.7;""><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Saída (5 a 15 min):</strong> <em>Bergamota</em> e <em>Tangerina</em></div><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Corpo (2 a 6 h):</strong> <em>Chá Verde</em> e <em>Groselha Preta</em></div><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Fundo (6 a 12h+):</strong> <em>Almíscar</em>, <em>Petitgrain</em> e <em>Sândalo</em></div></div><p style=""font-family: 'Inter', sans-serif; font-style: italic; font-size: 12.5px; color: #7E786B; border-left: 1.5px solid #C5A880; padding-left: 16px; margin-top: 25px; line-height: 1.7; letter-spacing: 0.15px;"">Os decantes são uma excelente oportunidade para conhecer e testar fragrâncias exclusivas antes de investir em um frasco cheio. Nossos decantes são fracionados de forma profissional diretamente do frasco original em porta-perfumes de vidro com borrifador.</p>";decante, Creed, Silver Mountain Water, importado, perfume;Decante Silver Mountain Water - Creed | Original Montalk;Compre decante original de Silver Mountain Water - Creed fracionado em 2ml, 5ml ou 10ml na Montalk. Envio rápido para todo o Brasil.;Creed;SIM;;;;
decante-creed-silver-mountain-water;;;Volumetria;5ml;;;;;100.00;;0.03;3;11;16;5;DEC-CREE-SILVERMOUNTA-5ML;;;NÃO;;;;;;SIM;;;;
decante-creed-silver-mountain-water;;;Volumetria;10ml;;;;;180.00;;0.05;5;11;16;5;DEC-CREE-SILVERMOUNTA-10ML;;;NÃO;;;;;;SIM;;;;
decante-creed-sublime-vanille;Decante Sublime Vanille - Creed;Decantes > Creed;Volumetria;2ml;;;;;50.00;;0.02;2;11;16;5;DEC-CREE-SUBLIMEVANIL-2ML;;SIM;NÃO;"<p><strong>SUBLIME VANILLE</strong> de <strong>CREED</strong> é um perfume <em>Oriental Baunilha Compartilhável (Unissex)</em> lançado em <strong>2009</strong>. <em>O perfumista</em> que assina esta fragrância é <strong>Olivier Creed</strong>.</p><div style=""margin-top: 16px; margin-bottom: 25px; display: flex; flex-direction: column; gap: 10px; font-size: 14.5px; line-height: 1.7;""><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Saída (5 a 15 min):</strong> <em>Baunilha de Bourbon</em> e <em>Orquídea de Baunilha</em></div><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Corpo (2 a 6 h):</strong> <em>Fava Tonka</em></div><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Fundo (6 a 12h+):</strong> <em>Limão</em>, <em>Bergamota</em> e <em>Almíscar</em></div></div><p style=""font-family: 'Inter', sans-serif; font-style: italic; font-size: 12.5px; color: #7E786B; border-left: 1.5px solid #C5A880; padding-left: 16px; margin-top: 25px; line-height: 1.7; letter-spacing: 0.15px;"">Os decantes são uma excelente oportunidade para conhecer e testar fragrâncias exclusivas antes de investir em um frasco cheio. Nossos decantes são fracionados de forma profissional diretamente do frasco original em porta-perfumes de vidro com borrifador.</p>";decante, Creed, Sublime Vanille, importado, perfume;Decante Sublime Vanille - Creed | Original Montalk;Compre decante original de Sublime Vanille - Creed fracionado em 2ml, 5ml ou 10ml na Montalk. Envio rápido para todo o Brasil.;Creed;SIM;;;;
decante-creed-sublime-vanille;;;Volumetria;5ml;;;;;100.00;;0.03;3;11;16;5;DEC-CREE-SUBLIMEVANIL-5ML;;;NÃO;;;;;;SIM;;;;
decante-creed-sublime-vanille;;;Volumetria;10ml;;;;;180.00;;0.05;5;11;16;5;DEC-CREE-SUBLIMEVANIL-10ML;;;NÃO;;;;;;SIM;;;;
decante-creed-virgin-island-water;Decante Virgin Island Water - Creed;Decantes > Creed;Volumetria;2ml;;;;;50.00;;0.02;2;11;16;5;DEC-CREE-VIRGINISLAND-2ML;;SIM;NÃO;"<p><strong>VIRGIN ISLAND WATER</strong> de <strong>CREED</strong> é um perfume <em>Cítrico Aromático Compartilhável (Unissex)</em> lançado em <strong>2007</strong>. <em>O perfumista</em> que assina esta fragrância é <strong>Olivier Creed</strong>.</p><div style=""margin-top: 16px; margin-bottom: 25px; display: flex; flex-direction: column; gap: 10px; font-size: 14.5px; line-height: 1.7;""><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Saída (5 a 15 min):</strong> <em>Coco</em>, <em>Limão Tahiti</em> e <em>Laranja Sanguínea</em></div><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Corpo (2 a 6 h):</strong> <em>Incenso</em>, <em>Gengibre</em> e <em>Jasmim</em></div><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Fundo (6 a 12h+):</strong> <em>Rum Branco</em>, <em>Açúcar de Cana</em> e <em>Almíscar</em></div></div><p style=""font-family: 'Inter', sans-serif; font-style: italic; font-size: 12.5px; color: #7E786B; border-left: 1.5px solid #C5A880; padding-left: 16px; margin-top: 25px; line-height: 1.7; letter-spacing: 0.15px;"">Os decantes são uma excelente oportunidade para conhecer e testar fragrâncias exclusivas antes de investir em um frasco cheio. Nossos decantes são fracionados de forma profissional diretamente do frasco original em porta-perfumes de vidro com borrifador.</p>";decante, Creed, Virgin Island Water, importado, perfume;Decante Virgin Island Water - Creed | Original Montalk;Compre decante original de Virgin Island Water - Creed fracionado em 2ml, 5ml ou 10ml na Montalk. Envio rápido para todo o Brasil.;Creed;SIM;;;;
decante-creed-virgin-island-water;;;Volumetria;5ml;;;;;100.00;;0.03;3;11;16;5;DEC-CREE-VIRGINISLAND-5ML;;;NÃO;;;;;;SIM;;;;
decante-creed-virgin-island-water;;;Volumetria;10ml;;;;;180.00;;0.05;5;11;16;5;DEC-CREE-VIRGINISLAND-10ML;;;NÃO;;;;;;SIM;;;;
decante-diptyque-fleur-de-peau;Decante Fleur de Peau - Diptyque;Decantes > Diptyque;Volumetria;2ml;;;;;50.00;;0.02;2;11;16;5;DEC-DIPT-FLEURDEPEAU-2ML;;SIM;NÃO;"<p><strong>FLEUR DE PEAU</strong> de <strong>DIPTYQUE</strong> é um perfume <em>Floral Almiscarado Compartilhável (Unissex)</em> lançado em <strong>2018</strong>. <em>O perfumista</em> que assina esta fragrância é <strong>Olivier Pescheux</strong>.</p><div style=""margin-top: 16px; margin-bottom: 25px; display: flex; flex-direction: column; gap: 10px; font-size: 14.5px; line-height: 1.7;""><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Saída (5 a 15 min):</strong> <em>Aldeídos</em>, <em>Pimenta Rosa</em> e <em>Angélica</em></div><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Corpo (2 a 6 h):</strong> <em>Íris</em> e <em>Rosa de Maio</em></div><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Fundo (6 a 12h+):</strong> <em>Almíscar</em>, <em>Ambreta</em> e <em>Sândalo</em></div></div><p style=""font-family: 'Inter', sans-serif; font-style: italic; font-size: 12.5px; color: #7E786B; border-left: 1.5px solid #C5A880; padding-left: 16px; margin-top: 25px; line-height: 1.7; letter-spacing: 0.15px;"">Os decantes são uma excelente oportunidade para conhecer e testar fragrâncias exclusivas antes de investir em um frasco cheio. Nossos decantes são fracionados de forma profissional diretamente do frasco original em porta-perfumes de vidro com borrifador.</p>";decante, Diptyque, Fleur de Peau, importado, perfume;Decante Fleur de Peau - Diptyque | Original Montalk;Compre decante original de Fleur de Peau - Diptyque fracionado em 2ml, 5ml ou 10ml na Montalk. Envio rápido para todo o Brasil.;Diptyque;SIM;;;;
decante-diptyque-fleur-de-peau;;;Volumetria;5ml;;;;;100.00;;0.03;3;11;16;5;DEC-DIPT-FLEURDEPEAU-5ML;;;NÃO;;;;;;SIM;;;;
decante-diptyque-fleur-de-peau;;;Volumetria;10ml;;;;;180.00;;0.05;5;11;16;5;DEC-DIPT-FLEURDEPEAU-10ML;;;NÃO;;;;;;SIM;;;;
decante-diptyque-philosykos;Decante Philosykos - Diptyque;Decantes > Diptyque;Volumetria;2ml;;;;;50.00;;0.02;2;11;16;5;DEC-DIPT-PHILOSYKOS-2ML;;SIM;NÃO;"<p><strong>PHILOSYKOS</strong> de <strong>DIPTYQUE</strong> é um perfume <em>Aromático Verde Compartilhável (Unissex)</em> lançado em <strong>1996</strong>. <em>O perfumista</em> que assina esta fragrância é <strong>Olivia Giacobetti</strong>.</p><div style=""margin-top: 16px; margin-bottom: 25px; display: flex; flex-direction: column; gap: 10px; font-size: 14.5px; line-height: 1.7;""><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Saída (5 a 15 min):</strong> <em>Folha de Figo</em> e <em>Figo</em></div><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Corpo (2 a 6 h):</strong> <em>Coco</em> e <em>Notas Verdes</em></div><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Fundo (6 a 12h+):</strong> <em>Figueira</em> e <em>Cedro</em></div></div><p style=""font-family: 'Inter', sans-serif; font-style: italic; font-size: 12.5px; color: #7E786B; border-left: 1.5px solid #C5A880; padding-left: 16px; margin-top: 25px; line-height: 1.7; letter-spacing: 0.15px;"">Os decantes são uma excelente oportunidade para conhecer e testar fragrâncias exclusivas antes de investir em um frasco cheio. Nossos decantes são fracionados de forma profissional diretamente do frasco original em porta-perfumes de vidro com borrifador.</p>";decante, Diptyque, Philosykos, importado, perfume;Decante Philosykos - Diptyque | Original Montalk;Compre decante original de Philosykos - Diptyque fracionado em 2ml, 5ml ou 10ml na Montalk. Envio rápido para todo o Brasil.;Diptyque;SIM;;;;
decante-diptyque-philosykos;;;Volumetria;5ml;;;;;100.00;;0.03;3;11;16;5;DEC-DIPT-PHILOSYKOS-5ML;;;NÃO;;;;;;SIM;;;;
decante-diptyque-philosykos;;;Volumetria;10ml;;;;;180.00;;0.05;5;11;16;5;DEC-DIPT-PHILOSYKOS-10ML;;;NÃO;;;;;;SIM;;;;
decante-frederic-malle-portrait-of-a-lady;Decante Portrait of a Lady - Frederic Malle;Decantes > Frederic Malle;Volumetria;2ml;;;;;50.00;;0.02;2;11;16;5;DEC-FRED-PORTRAITOFAL-2ML;;SIM;NÃO;"<p><strong>PORTRAIT OF A LADY</strong> de <strong>FREDERIC MALLE</strong> é um perfume <em>Oriental Floral Feminino</em> lançado em <strong>2010</strong>. <em>O perfumista</em> que assina esta fragrância é <strong>Dominique Ropion</strong>.</p><div style=""margin-top: 16px; margin-bottom: 25px; display: flex; flex-direction: column; gap: 10px; font-size: 14.5px; line-height: 1.7;""><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Saída (5 a 15 min):</strong> <em>Rosa Turca</em>, <em>Cravo-da-Índia</em> e <em>Framboesa</em></div><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Corpo (2 a 6 h):</strong> <em>Patchouli</em>, <em>Incenso</em> e <em>Groselha Preta</em></div><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Fundo (6 a 12h+):</strong> <em>Sândalo</em>, <em>Almíscar</em> e <em>Âmbar</em></div></div><p style=""font-family: 'Inter', sans-serif; font-style: italic; font-size: 12.5px; color: #7E786B; border-left: 1.5px solid #C5A880; padding-left: 16px; margin-top: 25px; line-height: 1.7; letter-spacing: 0.15px;"">Os decantes são uma excelente oportunidade para conhecer e testar fragrâncias exclusivas antes de investir em um frasco cheio. Nossos decantes são fracionados de forma profissional diretamente do frasco original em porta-perfumes de vidro com borrifador.</p>";decante, Frederic Malle, Portrait of a Lady, importado, perfume;Decante Portrait of a Lady - Frederic Malle | Original Montalk;Compre decante original de Portrait of a Lady - Frederic Malle fracionado em 2ml, 5ml ou 10ml na Montalk. Envio rápido para todo o Brasil.;Frederic Malle;SIM;;;;
decante-frederic-malle-portrait-of-a-lady;;;Volumetria;5ml;;;;;100.00;;0.03;3;11;16;5;DEC-FRED-PORTRAITOFAL-5ML;;;NÃO;;;;;;SIM;;;;
decante-frederic-malle-portrait-of-a-lady;;;Volumetria;10ml;;;;;180.00;;0.05;5;11;16;5;DEC-FRED-PORTRAITOFAL-10ML;;;NÃO;;;;;;SIM;;;;
decante-guerlain-iris-pallida;Decante Iris Pallida - Guerlain;Decantes > Guerlain;Volumetria;2ml;;;;;50.00;;0.02;2;11;16;5;DEC-GUER-IRISPALLIDA-2ML;;SIM;NÃO;"<p><strong>IRIS PALLIDA</strong> de <strong>GUERLAIN</strong> é um perfume <em>Floral Atalcado Compartilhável (Unissex)</em> lançado em <strong>2023</strong>. <em>O perfumista</em> que assina esta fragrância é <strong>Delphine Jelk</strong>.</p><div style=""margin-top: 16px; margin-bottom: 25px; display: flex; flex-direction: column; gap: 10px; font-size: 14.5px; line-height: 1.7;""><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Saída (5 a 15 min):</strong> <em>Calábria</em> e <em>Ambreta</em></div><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Corpo (2 a 6 h):</strong> <em>Íris Pallida</em> e <em>Violeta</em></div><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Fundo (6 a 12h+):</strong> <em>Sândalo</em> e <em>Almíscar Branco</em></div></div><p style=""font-family: 'Inter', sans-serif; font-style: italic; font-size: 12.5px; color: #7E786B; border-left: 1.5px solid #C5A880; padding-left: 16px; margin-top: 25px; line-height: 1.7; letter-spacing: 0.15px;"">Os decantes são uma excelente oportunidade para conhecer e testar fragrâncias exclusivas antes de investir em um frasco cheio. Nossos decantes são fracionados de forma profissional diretamente do frasco original em porta-perfumes de vidro com borrifador.</p>";decante, Guerlain, Iris Pallida, importado, perfume;Decante Iris Pallida - Guerlain | Original Montalk;Compre decante original de Iris Pallida - Guerlain fracionado em 2ml, 5ml ou 10ml na Montalk. Envio rápido para todo o Brasil.;Guerlain;SIM;;;;
decante-guerlain-iris-pallida;;;Volumetria;5ml;;;;;100.00;;0.03;3;11;16;5;DEC-GUER-IRISPALLIDA-5ML;;;NÃO;;;;;;SIM;;;;
decante-guerlain-iris-pallida;;;Volumetria;10ml;;;;;180.00;;0.05;5;11;16;5;DEC-GUER-IRISPALLIDA-10ML;;;NÃO;;;;;;SIM;;;;
decante-guerlain-tobacco-honey;Decante Tobacco Honey - Guerlain;Decantes > Guerlain;Volumetria;2ml;;;;;50.00;;0.02;2;11;16;5;DEC-GUER-TOBACCOHONEY-2ML;;SIM;NÃO;"<p><strong>TOBACCO HONEY</strong> de <strong>GUERLAIN</strong> é um perfume <em>Oriental Amadeirado Compartilhável (Unissex)</em> lançado em <strong>2023</strong>. <em>O perfumista</em> que assina esta fragrância é <strong>Delphine Jelk</strong>.</p><div style=""margin-top: 16px; margin-bottom: 25px; display: flex; flex-direction: column; gap: 10px; font-size: 14.5px; line-height: 1.7;""><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Saída (5 a 15 min):</strong> <em>Mel de Flor de Laranjeira</em> e <em>Cravo-da-Índia</em></div><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Corpo (2 a 6 h):</strong> <em>Folha de Tabaco</em>, <em>Canela</em> e <em>Baunilha</em></div><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Fundo (6 a 12h+):</strong> <em>Oud</em> e <em>Sândalo</em></div></div><p style=""font-family: 'Inter', sans-serif; font-style: italic; font-size: 12.5px; color: #7E786B; border-left: 1.5px solid #C5A880; padding-left: 16px; margin-top: 25px; line-height: 1.7; letter-spacing: 0.15px;"">Os decantes são uma excelente oportunidade para conhecer e testar fragrâncias exclusivas antes de investir em um frasco cheio. Nossos decantes são fracionados de forma profissional diretamente do frasco original em porta-perfumes de vidro com borrifador.</p>";decante, Guerlain, Tobacco Honey, importado, perfume;Decante Tobacco Honey - Guerlain | Original Montalk;Compre decante original de Tobacco Honey - Guerlain fracionado em 2ml, 5ml ou 10ml na Montalk. Envio rápido para todo o Brasil.;Guerlain;SIM;;;;
decante-guerlain-tobacco-honey;;;Volumetria;5ml;;;;;100.00;;0.03;3;11;16;5;DEC-GUER-TOBACCOHONEY-5ML;;;NÃO;;;;;;SIM;;;;
decante-guerlain-tobacco-honey;;;Volumetria;10ml;;;;;180.00;;0.05;5;11;16;5;DEC-GUER-TOBACCOHONEY-10ML;;;NÃO;;;;;;SIM;;;;
decante-guerlain-vanilla-planifolia;Decante Vanilla Planifolia - Guerlain;Decantes > Guerlain;Volumetria;2ml;;;;;50.00;;0.02;2;11;16;5;DEC-GUER-VANILLAPLANI-2ML;;SIM;NÃO;"<p><strong>VANILLA PLANIFOLIA</strong> de <strong>GUERLAIN</strong> é um perfume <em>Oriental Baunilha Compartilhável (Unissex)</em> lançado em <strong>2023</strong>. <em>O perfumista</em> que assina esta fragrância é <strong>Delphine Jelk</strong>.</p><div style=""margin-top: 16px; margin-bottom: 25px; display: flex; flex-direction: column; gap: 10px; font-size: 14.5px; line-height: 1.7;""><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Saída (5 a 15 min):</strong> <em>Tintura de Baunilha</em></div><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Corpo (2 a 6 h):</strong> <em>Absoluto de Baunilha</em> e <em>Especiarias</em></div><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Fundo (6 a 12h+):</strong> <em>Sândalo</em> e <em>Almíscar Branco</em></div></div><p style=""font-family: 'Inter', sans-serif; font-style: italic; font-size: 12.5px; color: #7E786B; border-left: 1.5px solid #C5A880; padding-left: 16px; margin-top: 25px; line-height: 1.7; letter-spacing: 0.15px;"">Os decantes são uma excelente oportunidade para conhecer e testar fragrâncias exclusivas antes de investir em um frasco cheio. Nossos decantes são fracionados de forma profissional diretamente do frasco original em porta-perfumes de vidro com borrifador.</p>";decante, Guerlain, Vanilla Planifolia, importado, perfume;Decante Vanilla Planifolia - Guerlain | Original Montalk;Compre decante original de Vanilla Planifolia - Guerlain fracionado em 2ml, 5ml ou 10ml na Montalk. Envio rápido para todo o Brasil.;Guerlain;SIM;;;;
decante-guerlain-vanilla-planifolia;;;Volumetria;5ml;;;;;100.00;;0.03;3;11;16;5;DEC-GUER-VANILLAPLANI-5ML;;;NÃO;;;;;;SIM;;;;
decante-guerlain-vanilla-planifolia;;;Volumetria;10ml;;;;;180.00;;0.05;5;11;16;5;DEC-GUER-VANILLAPLANI-10ML;;;NÃO;;;;;;SIM;;;;
